Datum,NS - H (mnm),NS -Z (cm),NS - Proticaj (m3/s),NS - T vode   (°C),NS - pH (-),NS - Ep. (µS/cm),NS - O2 (mg/l),NS - O2 (%),NS - HPK (mg/l),NS - NH4-N (mg/l),NS - NO2-N  (mg/l)
3/23/2016,74.72,299,2810,8,8,516,11.3,96,3.9,0.03,0.019
3/24/2016,74.58,285,2760,8,8.1,493,11.1,94,4.8,0.02,0.02
3/25/2016,74.45,272,2680,8,8.075,498.75,11.15,94.5,4.575,0.0225,0.01975
3/26/2016,74.37,264,2630,8,8.1,520,11.5,98,3.6,0.02,0.025
3/27/2016,74.3,257,2600,8,8.1,520,11.5,98,3.6,0.02,0.025
3/28/2016,74.22,249,2600,8.2,8.1,520,11.5,98,3.6,0.02,0.025
3/29/2016,74.15,242,2560,8.2,8.1,523,11.6,101,3.6,0.03,0.014
3/30/2016,74.06,233,2520,8.2,8.1,524,11.7,103,3.7,0.03,0.015
3/31/2016,73.99,226,2500,9.3,8.1,524,11.9,106,3.6,0.03,0.016
4/1/2016,73.93,220,2440,9.7,8.1,507,12.1,110,3.8,0.02,0.015
4/2/2016,73.88,215,2440,10.5,8.1,511.25,12.05,109,3.75,0.0225,0.01525
4/3/2016,73.88,215,2490,10.5,8.1,520.75,11.75,107,4.025,0.025,0.01475
4/4/2016,73.88,215,2540,11.2,8.1,523,11.7,106,4,0.02,0.014
4/5/2016,73.88,215,2600,11.7,8.1,514,11.9,110,4.1,0.04,0.017
4/6/2016,73.9,217,2650,12.5,8.1,517,13.1,125,4.3,0.04,0.017
4/7/2016,73.93,220,2690,13,8.1,492,13,126,4.2,0.03,0.016
4/8/2016,73.99,226,2710,13,8,493,12.6,124,4.8,0.03,0.018
4/9/2016,74.03,230,2760,13,8.025,492.75,12.7,124.5,4.65,0.03,0.0175
4/10/2016,74.04,231,2810,13.2,8,490.75,11.025,107.25,3.875,0.0375,0.014
4/11/2016,74.07,234,2830,14,8,490,11,107,3.9,0.04,0.014
4/12/2016,74.12,239,2890,14,8,493,11.1,108,3.8,0.03,0.014
4/13/2016,74.14,241,2900,14,8.1,477,10.7,105,3.2,0.03,0.014
4/14/2016,74.1,237,2830,14,8.1,473,11.2,111,4.5,0.02,0.014
4/15/2016,73.99,226,2720,14,8.1,469,10.8,106,3.9,0.03,0.014
4/16/2016,73.89,216,2640,14.5,8.1,470,10.9,107.25,4.05,0.0275,0.014
4/17/2016,73.81,208,2560,14.5,8.1,452.25,11.175,112.75,4.15,0.045,0.01475
4/18/2016,73.8,207,2570,14.8,8.1,455,11.3,114,4,0.05,0.015
4/19/2016,73.81,208,2610,15,8.1,444,10.8,109,4.6,0.03,0.014
4/20/2016,73.8,207,2610,14.8,8.1,445,10.3,101,3.1,0.03,0.014
4/21/2016,73.81,208,2630,15,8.3,440,10.4,102,3.5,0.03,0.016
4/22/2016,73.83,210,2650,15,8.3,449,10.2,102,3.4,0.03,0.01
4/23/2016,73.89,216,2710,15,8.3,446.75,10.25,102,3.425,0.03,0.0115
4/24/2016,74.02,229,2860,16,8.425,427.5,9.675,95.5,3.15,0.065,0.014
4/25/2016,74.09,236,2960,14.5,8.4,428,9.7,95,3.1,0.07,0.015
4/26/2016,74.02,229,2890,15,8.5,426,9.6,97,3.3,0.05,0.011
4/27/2016,73.88,215,2750,16,8.5,413,10,97,3.5,0.03,0.013
4/28/2016,73.76,203,2630,14.5,8.4,420,10.4,100,3.3,0.02,0.009
4/29/2016,73.75,202,2610,13.4,8.5,420,10.4,100,3.3,0.02,0.009
4/30/2016,73.73,200,2590,13.4,8.45,422,10.4,100,3.3,0.02,0.009
5/1/2016,73.69,196,2580,13,8.4,424,10.4,100,3.3,0.02,0.009
5/2/2016,73.66,193,2550,13,8.4125,423.5,10.4,100,3.3,0.02,0.009
5/3/2016,73.64,191,2510,13,8.375,441.5,9.9,95,3.35,0.0325,0.01425
5/4/2016,73.61,188,2440,14,8.4,428,9.7,93,3.1,0.03,0.014
5/5/2016,73.71,198,2460,14,8.3,482,10.5,101,4.1,0.04,0.015
5/6/2016,73.94,221,2600,14,8.4,442,10.1,97,3.3,0.03,0.015
5/7/2016,74.22,249,2800,14,8.375,452,10.2,98,3.5,0.0325,0.015
5/8/2016,74.46,273,3040,14,8.375,424,9.75,98.75,3.375,0.0225,0.01625
5/9/2016,74.59,286,3250,15,8.4,412,9.7,98,3.3,0.02,0.017
5/10/2016,74.57,284,3190,15,8.3,460,9.9,101,3.6,0.03,0.014
5/11/2016,74.44,271,3070,15,8.3,406,9.5,96,3.5,0.03,0.014
5/12/2016,74.27,254,2870,15,8.2,407,9.4,96,5.7,0.07,0.02
5/13/2016,74.13,240,2730,15,8.2,410,9.1,93,3.7,0.05,0.018
5/14/2016,74.02,229,2660,16,8.2,409.25,9.175,93.75,4.2,0.055,0.0185
5/15/2016,73.96,223,2680,16,8.225,403.5,9.225,92.25,3.525,0.06,0.01325
5/16/2016,74.04,231,2810,15.3,8.2,407,9.2,92,3.5,0.06,0.013
5/17/2016,74.33,260,3130,15,8.3,393,9.3,93,3.6,0.06,0.014
5/18/2016,74.77,304,3570,15,8.3,419,9.3,95,3.7,0.03,0.015
5/19/2016,75.12,339,3850,15.3,8.3,416,9.8,99,3.6,0.02,0.022
5/20/2016,75.25,352,3880,15.3,8.3,402,9,91,2.9,0.03,0.019
5/21/2016,75.21,348,3690,15.3,8.3,405.5,9.2,93,3.075,0.0275,0.01975
5/22/2016,75.04,331,3460,16,8.2,398.25,9.1,95.25,3.55,0.025,0.02125
5/23/2016,74.82,309,3220,17,8.2,398,9.1,95,3.5,0.02,0.022
5/24/2016,74.65,292,3030,17,8.2,399,9.1,96,3.7,0.04,0.019
5/25/2016,74.5,277,2940,17,8.2,396,9.3,98,3.8,0.03,0.016
5/26/2016,74.38,265,2900,18,8.2,391,9,94,4.2,0.05,0.023
5/27/2016,74.31,258,2940,18.4,8.2,394,9.4,102,4,0.04,0.016
5/28/2016,74.31,258,3030,19,8.2,393.25,9.3,100,4.05,0.0425,0.01775
5/29/2016,74.37,264,3140,19.3,8.2,397.25,8.7,97.25,3.65,0.0075,0.01425
5/30/2016,74.43,270,3210,20,8.2,397,8.7,97,3.7,0,0.013
5/31/2016,74.44,271,3240,20,8.2,398,8.7,98,3.5,0.03,0.018
6/1/2016,74.38,265,3190,20,8.2,387,9.3,104,3.6,0.05,0.015
6/2/2016,74.4,267,3280,20,8.2,382,8.9,98,3.7,0.05,0.013
6/3/2016,74.54,281,3500,20,8.2,380,8.8,98,3.6,0.03,0.009
6/4/2016,74.76,303,3780,20,8.2,380.5,8.825,98,3.625,0.035,0.01
6/5/2016,75.01,328,4070,20.2,8.2,376.25,7.85,87.25,3,0.0425,0.01575
6/6/2016,75.22,349,4320,20,8.2,375,7.9,88,2.9,0.04,0.015
6/7/2016,75.35,362,4410,20,8.2,380,7.7,85,3.3,0.05,0.018
6/8/2016,75.41,368,4410,20.1,8.1,361,7.9,87,3.1,0.06,0.015
6/9/2016,75.43,370,4340,20.2,8.1,352,7.8,87,3.2,0.04,0.02
6/10/2016,75.44,371,4340,20.2,8,354,7.8,87,3.1,0.04,0.021
6/11/2016,75.41,368,4330,20.2,8.025,353.5,7.8,87,3.125,0.04,0.02075
6/12/2016,75.38,365,4320,20,8.1,342.5,7.5,83.25,3.675,0.0625,0.02525
6/13/2016,75.34,361,4320,20,8.1,341,7.5,83,3.4,0.07,0.025
6/14/2016,75.32,359,4320,20,8.1,347,7.5,84,4.5,0.04,0.026
6/15/2016,75.34,361,4350,20,8,348,7.5,83,3.1,0.05,0.022
6/16/2016,75.36,363,4290,20,8.1,346,7.5,84,4.3,0.03,0.024
6/17/2016,75.37,364,4190,21,8.1,348,7.8,87,3.8,0.06,0.024
6/18/2016,75.38,365,4110,20,8.1,347.5,7.725,86.25,3.925,0.0525,0.024
6/19/2016,75.41,368,4150,20,8.075,342,7.45,83.5,3.775,0.0475,0.02275
6/20/2016,75.5,377,4270,19.5,8.1,343,7.4,83,3.9,0.05,0.024
6/21/2016,75.59,386,4320,19,8,339,7.6,85,3.4,0.04,0.019
6/22/2016,75.66,393,4440,20,8.1,344,7.7,87,3.8,0.05,0.019
6/23/2016,75.72,399,4540,20.6,8,341,7.8,87,3.2,0.04,0.018
6/24/2016,75.79,406,4600,20.8,8,341,7.7,88,3.2,0.04,0.017
6/25/2016,75.88,415,4670,21,8,341,7.725,87.75,3.2,0.04,0.01725
6/26/2016,75.93,420,4710,21,7.925,332,7.5,86.5,3.45,0.055,0.0185
6/27/2016,75.94,421,4680,21,7.9,332,7.5,87,3.3,0.05,0.018
6/28/2016,75.87,414,4640,21,8,332,7.5,85,3.9,0.07,0.02
6/29/2016,75.73,400,4490,21.2,7.9,340,7.6,86,4.1,0.05,0.022
6/30/2016,75.62,389,4510,21.8,7.9,343,7.4,86,4.2,0.07,0.02
7/1/2016,75.59,386,4560,22,7.9,342,7.3,85,3.4,0.05,0.02
7/2/2016,75.62,389,4640,22,7.9,342.25,7.325,85.25,3.6,0.055,0.02
7/3/2016,75.6,387,4610,22,7.9,344,7.3,85,3.45,0.0475,0.0195
7/4/2016,75.48,375,4410,22,7.9,344,7.4,86,3.5,0.05,0.02
7/5/2016,75.29,356,4160,22,7.9,344,7,82,3.3,0.04,0.018
7/6/2016,75.08,335,3980,22,7.9,341,7.1,84,3.3,0.05,0.015
7/7/2016,74.95,322,3880,22.5,7.9,340,7.1,84,3.2,0.04,0.017
7/8/2016,74.9,317,3900,22.7,7.9,339,7.4,87,3.1,0.04,0.012
7/9/2016,74.83,310,3820,23,7.9,339.25,7.325,86.25,3.125,0.04,0.01325
7/10/2016,74.67,294,3620,22.5,7.825,356.75,7.5,88.25,3.4,0.0375,0.0165
7/11/2016,74.44,271,3410,22.5,7.8,361,7.5,88,3.3,0.03,0.018
7/12/2016,74.19,246,3190,23,7.9,344,7.5,89,3.7,0.06,0.012
7/13/2016,73.95,222,2970,23.2,7.9,352,7.6,91,3.9,0.06,0.015
7/14/2016,73.75,202,2830,23,7.9,357,7.4,90,3.7,0.05,0.019
7/15/2016,73.65,192,2790,22,7.9,354,7.5,90,3.6,0.05,0.014
7/16/2016,73.86,213,3040,22,7.9,354.75,7.475,90,3.625,0.05,0.01525
7/17/2016,74.34,261,3620,22,7.9,360.75,7.55,86.5,3.575,0.0325,0.01525
7/18/2016,74.95,322,4320,22,7.9,361,7.5,86,3.7,0.03,0.015
7/19/2016,75.41,368,4820,22,7.9,360,7.7,88,3.2,0.04,0.016
7/20/2016,75.68,395,5020,22,7.9,349,7.7,87,3,0.04,0.022
7/21/2016,75.8,407,5050,22,7.9,346,7.8,87,3.6,0.03,0.01
7/22/2016,75.82,409,4950,22,7.9,347,8,90,3.8,0.04,0.012
7/23/2016,75.76,403,4820,22,7.9,346.75,7.95,89.25,3.75,0.0375,0.0115
7/24/2016,75.62,389,4610,22,7.9,346,7.7,89,4.025,0.09,0.0195
7/25/2016,75.39,366,4350,22,7.9,348,7.7,89,4.3,0.11,0.021
7/26/2016,75.1,337,4060,22,7.9,340,7.7,89,3.2,0.03,0.015
7/27/2016,74.81,308,3770,22.2,7.8,349,7.3,85,4.2,0.02,0.018
7/28/2016,74.61,288,3640,23,7.9,354,7.4,88,3.7,0.03,0.019
7/29/2016,74.51,278,3560,23,7.9,355,7.5,88,3.9,0.05,0.011
7/30/2016,74.47,274,3570,23.2,7.9,354.75,7.475,88,3.85,0.045,0.013
7/31/2016,74.5,277,3650,23.3,7.9,360.25,7.275,86.75,3.725,0.0575,0.0175
8/1/2016,74.61,288,3780,23.3,7.9,360,7.2,86,3.5,0.06,0.018
8/2/2016,74.71,298,3890,22,7.9,361,7.5,89,4.4,0.05,0.016
8/3/2016,74.68,295,3810,22.2,7.9,356,7.3,87,3.5,0.06,0.014
8/4/2016,74.58,285,3660,22.6,8,358,7.2,86,3.2,0.05,0.017
8/5/2016,74.47,274,3530,23.4,7.9,358,7.5,91,3.2,0.03,0.013
8/6/2016,74.39,266,3440,23.8,7.925,358,7.425,89.75,3.2,0.035,0.014
8/7/2016,74.3,257,3330,23.2,7.9,374.25,7.375,87.75,3.425,0.035,0.01075
8/8/2016,74.17,244,3210,23,7.9,376,7.3,87,3.4,0.04,0.01
8/9/2016,74.1,237,3190,23.2,7.9,369,7.6,90,3.5,0.02,0.013
8/10/2016,74.25,252,3450,23.2,7.9,369,7.6,91,3.5,0.06,0.012
8/11/2016,74.52,279,3760,23,7.9,385,7.7,92,3.3,0.03,0.016
8/12/2016,74.7,297,3950,22,7.9,375,7.6,87,3.5,0.05,0.011
8/13/2016,74.81,308,4070,22,7.9,377.5,7.625,88.25,3.45,0.045,0.01225
8/14/2016,74.94,321,4230,22.2,7.975,369.25,7.925,89.25,3.65,0.05,0.01125
8/15/2016,75.12,339,4450,23,8,375,7.9,89,3.7,0.05,0.012
8/16/2016,75.25,352,4570,23,7.9,352,8,90,3.5,0.05,0.009
8/17/2016,75.25,352,4510,23,7.9,348,7.9,89,4,0.04,0.012
8/18/2016,75.14,341,4330,21.7,7.9,354,7.9,88,3.4,0.06,0.019
8/19/2016,74.98,325,4140,21.3,7.9,359,8.3,93,3.2,0.05,0.014
8/20/2016,74.77,304,3890,21,7.9,357.75,8.2,91.75,3.25,0.0525,0.01525
8/21/2016,74.55,282,3610,21,7.925,345,7.95,89.5,3.3,0.045,0.0105
8/22/2016,74.38,265,3440,21,7.9,347,8,90,3.2,0.04,0.009
8/23/2016,74.26,253,3320,20.3,8,339,7.8,88,3.6,0.06,0.015
8/24/2016,74.13,240,3190,20.3,7.9,350,7.7,85,3.7,0.04,0.012
8/25/2016,74.05,232,3130,20.3,7.9,350,8,89,3.5,0.06,0.01
8/26/2016,74.05,232,3150,20.3,7.9,356,7.9,89,3.1,0.08,0.011
8/27/2016,74.02,229,3100,20,7.9,354.5,7.925,89,3.2,0.075,0.01075
8/28/2016,73.95,222,3010,21,7.925,375.5,7.9,91,2.775,0.02,0.01375
8/29/2016,73.84,211,2890,21,7.9,375,7.9,91,2.7,0.02,0.014
8/30/2016,73.69,196,2740,21,8,377,7.9,91,3,0.02,0.013
8/31/2016,73.5,177,2590,22,7.9,374,7.9,91,3,0.02,0.01
9/1/2016,73.33,160,2470,22,8,379,8,92,3.2,0.05,0.008
9/2/2016,73.22,149,2400,22,7.9,384,8.2,95,3.5,0.04,0.008
9/3/2016,73.2,147,2420,22,7.925,382.75,8.15,94.25,3.425,0.0425,0.008
9/4/2016,73.21,148,2440,22,7.925,391.5,7.6,87.75,3.025,0.045,0.0105
9/5/2016,73.21,148,2430,22,7.9,394,7.6,88,3,0.04,0.011
9/6/2016,73.15,142,2360,22,8,384,7.6,87,3.1,0.06,0.009
9/7/2016,73.06,133,2310,22,7.9,384,7.9,90,2.7,0.04,0.007
9/8/2016,73,127,2270,21,8,400,7.8,89,3.4,0.03,0.009
9/9/2016,72.95,122,2250,20,8,393,7.8,89,2.8,0.04,0.009
9/10/2016,73.01,128,2330,20,8,394.75,7.8,89,2.95,0.0375,0.009
9/11/2016,73.31,158,2630,20,7.95,400.75,7.8,90.25,2.9,0.045,0.011
9/12/2016,73.55,182,2800,21,7.9,401,7.8,90,3,0.05,0.012
9/13/2016,73.52,179,2740,21,8.1,400,7.8,91,2.6,0.03,0.008
9/14/2016,73.36,163,2550,20,8,392,7.2,91,2.3,0.06,0.01
9/15/2016,73.24,151,2450,21.5,8,395,8.1,94,2,0.02,0.012
9/16/2016,73.17,144,2420,22,8,398,8,93,2.7,0.07,0.008
9/17/2016,73.07,134,2310,22.2,8,397.25,8.025,93.25,2.525,0.0575,0.009
9/18/2016,72.87,114,2120,22.2,8,397,7.775,89.25,2.35,0.04,0.00625
9/19/2016,72.67,94,1950,20,8,397,7.8,90,2.4,0.04,0.006
9/20/2016,72.54,81,1830,20,8,397,7.7,87,2.2,0.04,0.007
9/21/2016,72.52,79,1870,20,8,396,7.7,86,3.1,0.05,0.008
9/22/2016,72.66,93,2120,20,8,398,8,88,2.6,0.04,0.008
9/23/2016,72.95,122,2390,19,8,399,8,87,2.3,0.03,0.011
9/24/2016,73.26,153,2640,19,8,398.75,8,87.25,2.375,0.0325,0.01025
9/25/2016,73.54,181,2810,19,7.975,408.5,8.475,91.5,2.55,0.055,0.011
9/26/2016,73.66,193,2880,18,8,408,8.4,91,2.5,0.06,0.012
9/27/2016,73.59,186,2750,18,7.9,410,8.7,93,2.7,0.04,0.008
9/28/2016,73.41,168,2550,18,8,408,8.8,93,2.6,0.03,0.007
9/29/2016,73.2,147,2400,18,8,409,8.7,92,2.3,0.03,0.008
9/30/2016,73,127,2230,18,8,401,8.8,94,2.3,0.04,0.007
10/1/2016,72.83,110,2090,17.8,8,403,8.775,93.5,2.3,0.0375,0.00725
10/2/2016,72.69,96,2040,17.8,8,406.75,8.525,90,3.075,0.0325,0.007
10/3/2016,72.63,90,2020,17.5,8,404,8.4,89,3,0.03,0.007
10/4/2016,72.6,87,2010,17.2,8,415,8.9,93,3.3,0.04,0.007
10/5/2016,72.54,81,1980,17,8,423,8.7,90,3.2,0.03,0.007
10/6/2016,72.5,77,1970,17,8,415,9.1,93,3.5,0.04,0.007
10/7/2016,72.46,73,1940,16,8,424,9,91,3.3,0.03,0.007
10/8/2016,72.49,76,1930,16,8,421.75,9.025,91.5,3.35,0.0325,0.007
10/9/2016,72.67,94,2080,15,7.975,428.5,9.025,88,3.275,0.0425,0.0065
10/10/2016,72.91,118,2320,14,8,429,9,88,3.3,0.04,0.007
10/11/2016,73.04,131,2410,14,7.9,427,9.1,88,3.2,0.05,0.005
10/12/2016,73.09,136,2320,14,7.9,430,9.2,88,3.2,0.03,0.006
10/13/2016,73.07,134,2290,13,7.9,428,9.6,90,2.8,0.03,0.007
10/14/2016,73.03,130,2240,13,7.9,430,9.6,90,2.9,0.02,0.008
10/15/2016,72.97,124,2200,13,7.9,429.5,9.6,90,2.875,0.0225,0.00775
10/16/2016,72.87,114,2150,13,7.925,436.25,10,95.5,2.7,0.03,0.00625
10/17/2016,72.86,113,2150,13,7.9,435,10,96,2.7,0.03,0.006
10/18/2016,72.92,119,2210,12.5,8,440,10,94,2.7,0.03,0.007
10/19/2016,72.87,114,2120,12.5,7.9,446,9.9,93,2.7,0.03,0.006
10/20/2016,72.82,109,2070,12,8,447,10.1,94,2.6,0.03,0.006
10/21/2016,72.81,108,2070,10,8,450,9.9,92,2.8,0.03,0.006
10/22/2016,72.81,108,2070,9,8,449.25,9.95,92.5,2.75,0.03,0.006
10/23/2016,72.87,114,2130,9,7.975,448.25,9.7,90,2.525,0.03,0.007
10/24/2016,73.06,133,2270,12,8,449,9.7,90,2.4,0.03,0.007
10/25/2016,73.32,159,2450,12,7.9,446,9.7,90,2.9,0.03,0.007
10/26/2016,73.45,172,2550,12,7.9,450,10.1,94,2.8,0.03,0.007
10/27/2016,73.48,175,2540,12,8,452,9.9,92,2.9,0.03,0.007
10/28/2016,73.45,172,2440,12,8,445,10.1,92,3.4,0.02,0.005
10/29/2016,73.37,164,2310,12,8,446.75,10.05,92,3.275,0.0225,0.0055
10/30/2016,73.34,161,2390,12,8,441.5,10.25,93.25,2.95,0.0325,0.007
10/31/2016,73.38,165,2430,11.5,8,441,10.1,92,3,0.03,0.007
11/1/2016,73.38,165,2380,11.5,8,443,10.7,97,2.8,0.04,0.007
11/2/2016,73.32,159,2340,11.5,8,448,10.1,92,2.7,0.03,0.006
11/3/2016,73.21,148,2270,10.5,8,441,10.4,93,2.7,0.03,0.007
11/4/2016,73.09,136,2190,10,8,446,10.3,91,2.8,0.05,0.006
11/5/2016,72.99,126,2120,10,8,444.75,10.325,91.5,2.775,0.045,0.00625
11/6/2016,72.92,119,2070,10,8,445.75,10.025,90,2.7,0.0325,0.00625
11/7/2016,72.88,115,2040,10,8,444,10,90,2.7,0.03,0.006
11/8/2016,72.86,113,2050,9,8,451,10.1,90,2.7,0.04,0.007
11/9/2016,72.94,121,2110,10,8,454,10.4,91,3,0.04,0.006
11/10/2016,73.15,142,2180,9.7,8,465,10.5,91,2.8,0.04,0.007
11/11/2016,73.54,181,2320,9.5,8,465,10.5,91,2.8,0.04,0.007
11/12/2016,73.96,223,2480,9.5,8,465,10.5,91,2.8,0.04,0.007
11/13/2016,74.11,238,2480,8.3,8,442.75,10.775,89.25,2.675,0.0325,0.00825
11/14/2016,74.2,247,2510,8,8,442,10.7,89,2.6,0.03,0.009
11/15/2016,74.31,258,2530,8,8,445,11,90,2.9,0.04,0.006
11/16/2016,74.46,273,2660,8,8,442,10.9,89,2.7,0.04,0.009
11/17/2016,74.53,280,2720,7,8,436,11.3,92,3.4,0.05,0.011
11/18/2016,74.51,278,2650,7,8,431,11.1,89,4,0.07,0.015
11/19/2016,74.41,268,2570,7,8,432.25,11.15,89.75,3.85,0.065,0.014
11/20/2016,74.34,261,2550,7,8.025,450.25,11.05,92,4.025,0.075,0.01225
11/21/2016,74.39,266,2710,7,8,448,11,92,4.3,0.08,0.012
11/22/2016,74.53,280,2970,7,8.1,457,11.2,92,3.2,0.06,0.013
11/23/2016,74.61,288,3110,7,8.1,455,11.5,94,3.1,0.03,0.012
11/24/2016,74.62,289,3150,7,8.1,458,11.5,94,2.9,0.03,0.012
11/25/2016,74.6,287,3160,7,8.1,453,11.1,92,3.3,0.04,0.011
11/26/2016,74.57,284,3120,7,8.1,454.25,11.2,92.5,3.2,0.0375,0.01125
11/27/2016,74.48,275,3020,7,8.2,470,10.575,87,3.075,0.045,0.01275
11/28/2016,74.31,258,2850,7,8.2,476,10.5,87,3,0.05,0.012
11/29/2016,74.11,238,2780,7,8.2,452,10.8,87,3.3,0.03,0.015
11/30/2016,73.9,217,2650,6.7,8.2,450,11.3,91,3.6,0.04,0.02
12/1/2016,73.72,199,2510,5.2,8.2,426,11.4,92,3.8,0.04,0.013
12/2/2016,73.59,186,2430,5,8.2,452,11.4,92,3.6,0.04,0.016
12/3/2016,73.47,174,2380,5,8.2,445.5,11.4,92,3.65,0.04,0.01525
12/4/2016,73.4,167,2350,4.5,8.2,457.5,12.175,93.75,3.475,0.06,0.01325
12/5/2016,73.35,162,2300,4,8.2,460,12.2,94,3.5,0.06,0.013
12/6/2016,73.29,156,2250,4,8.2,450,12.1,93,3.4,0.06,0.014
12/7/2016,73.2,147,2190,4,8.2,463,12.1,93,3.3,0.04,0.013
12/8/2016,73.13,140,2140,4.5,8.2,463,12.4,94,3.6,0.05,0.013
12/9/2016,73.06,133,2110,4.2,8.2,456,12.6,95,3.1,0.06,0.014
12/10/2016,73,127,2100,3.7,8.2,457.75,12.55,94.75,3.225,0.0575,0.01375
12/11/2016,72.98,125,2110,3.5,8.2,476.5,12.575,94.5,3.175,0.0675,0.01625
12/12/2016,72.93,120,2100,3.5,8.2,476,12.6,95,3.1,0.07,0.017
12/13/2016,72.85,112,2070,3.5,8.2,478,12.5,93,3.4,0.06,0.014
12/14/2016,72.78,105,1990,3,8.2,478,12.6,92,2.9,0.07,0.016
12/15/2016,72.7,97,1910,3,8.2,481,12.7,93,3.1,0.06,0.014
12/16/2016,72.67,94,1940,3,8.2,485,12.7,94,2.9,0.06,0.018
12/17/2016,72.73,100,2010,3.5,8.2,484,12.7,93.75,2.95,0.06,0.017
12/18/2016,72.82,109,2050,3.5,8.2,487.5,12.475,92.25,3,0.0675,0.0145
12/19/2016,72.88,115,2080,3,8.2,490,12.4,92,3,0.07,0.015
12/20/2016,72.87,114,2070,3,8.2,480,12.7,93,3,0.06,0.013
12/21/2016,72.84,111,2060,3,8.2,480,12.9,94,2.8,0.06,0.013
12/22/2016,72.8,107,2040,2.5,8.2,488,13,94,2.7,0.07,0.016
12/23/2016,72.74,101,2000,2.5,8.2,489,13.2,95,2.8,0.07,0.013
12/24/2016,72.69,96,1970,2.5,8.2,488.75,13.15,94.75,2.775,0.07,0.01375
12/25/2016,72.64,91,1920,2.5,8.2,484,12.95,95.25,2.55,0.085,0.01425
12/26/2016,72.6,87,1880,2.5,8.2,482,12.9,95,2.5,0.08,0.014
12/27/2016,72.56,83,1850,2.5,8.2,490,13.1,96,2.7,0.1,0.015
12/28/2016,72.5,77,1790,2.5,8.2,496,13,95,2.7,0.06,0.015
12/29/2016,72.42,69,1730,2.5,8.2,491,13.2,95,2.6,0.08,0.015
12/30/2016,72.39,66,1720,2.5,8.2,496,13.3,95,2.9,0.08,0.014
12/31/2016,72.41,68,1760,2.5,8.2,496,13.3,95,2.9,0.08,0.014
1/1/2017,72.47,74,2040,2.4,8.2,494.5,13.3,95,2.9,0.08,0.014
1/2/2017,72.57,84,2140,2.2,8.2,494.875,13.3,95,2.9,0.08,0.014
1/3/2017,72.61,88,2170,2.1,8.2,492.75,13.05,93.25,2.975,0.06,0.013
1/4/2017,72.58,85,2130,2,8.2,493,13,93,3.1,0.06,0.013
1/5/2017,72.48,75,2020,2,8.2,492,13.2,94,2.6,0.06,0.013
1/6/2017,72.36,63,1920,2,8.3,497,13.2,93,2.5,0.05,0.012
1/7/2017,72.26,53,1830,1,8.275,495.75,13.2,93.25,2.525,0.0525,0.01225
1/8/2017,72.21,48,1770,0.2,8.3,500.75,13.825,95,2.55,0.11,0.01725
1/9/2017,72.14,41,1770,0,8.3,504,13.8,95,2.6,0.11,0.017
1/10/2017,72.21,48,2040,0,8.3,491,13.9,95,2.4,0.11,0.018
1/11/2017,72.3,57,2140,0,8.3,494.25,13.875,95,2.45,0.11,0.01775
1/12/2017,72.35,62,2130,0,8.3,493.4375,13.88125,95,2.4375,0.11,0.0178125
1/13/2017,72.5,77,2170,0,8.275,494.125,13.9,95,2.4,0.11,0.018
1/14/2017,72.46,73,1810,0,8.3,491,13.9,95,2.4,0.11,0.018
1/15/2017,72.42,69,1520,0,8.2,503.5,13.9,95,2.4,0.11,0.018
1/16/2017,72.64,91,1460,0,8.2,516,13.4,94,2.9,0.14,0.018
1/17/2017,72.85,112,1610,0,8.2,485,13.6,93,2.2,0.15,0.018
1/18/2017,72.99,126,1610,0,8.2,515,14.4,99,3,0.15,0.019
1/19/2017,73.06,133,1650,0,8.2,516,13.8,94,3.5,0.15,0.022
1/20/2017,73.21,148,1850,0,8.2,516,13.8,94,3.5,0.15,0.022
1/21/2017,73.41,168,1970,0,8.2,516,13.8,94,3.5,0.15,0.022
1/22/2017,73.53,180,1900,0,8.2,521.5,13.8,94,3.5,0.15,0.022
1/23/2017,73.65,192,1960,0,8.2,521.5,13.8,94,3.5,0.15,0.022
1/24/2017,73.71,198,1880,0,8.2,521.5,13.8,94,3.5,0.15,0.022
1/25/2017,73.68,195,1770,0,8.2,521.5,13.8,94,3.5,0.15,0.022
1/26/2017,73.77,204,2010,0,8.2,521.5,13.8,94,3.5,0.15,0.022
1/27/2017,73.89,216,2350,0,8.2,521.5,13.8,94,3.5,0.15,0.022
1/28/2017,74.04,231,2730,0,8.2,527,14,98,2.7,0.1,0.016
1/29/2017,74.13,240,2980,0,8.2,527,14,98,2.7,0.1,0.016
1/30/2017,74.14,241,3090,0,8.2,527,14,98,2.7,0.1,0.016
1/31/2017,74.17,244,3240,0,8.2,527,14,98,2.7,0.1,0.016
2/1/2017,74.12,239,3320,0,8.2,527,14,98,2.7,0.1,0.016
2/2/2017,73.98,225,3200,0,8.2,527,14,98,2.7,0.1,0.016
2/3/2017,73.76,203,2960,0,8.2,527,14,98,2.7,0.1,0.016
2/4/2017,73.34,161,2380,0,8.2,527,14,98,2.7,0.1,0.016
2/5/2017,72.84,111,1850,0,8.2,536.25,13.3,97,3.6,0.1025,0.0215
2/6/2017,72.81,108,1860,0,8.2,537,13.4,98,3.4,0.09,0.021
2/7/2017,72.95,122,1850,0,8.2,534,13,94,4.2,0.14,0.023
